tile_z_x_y,mask,center_mask,width,length
13_3754_4289,"[(128, 177.5), (163, 167.5), (169, 164.5), (173, 164.5), (175.5, 162), (170.5, 147), (122, 160.5), (121.5, 163), (125.5, 176), (128, 177.5)]","[118290.386, 483790.68]",21.923,7.558
13_3754_4289,"[(44, 172.5), (78, 162.5), (76.5, 154), (41, 163.5), (39.5, 165), (40.5, 171), (44, 172.5)]","[118252.77, 483790.228]",16.452,3.977
13_3754_4289,"[(76, 184.5), (87, 180.5), (114, 174.5), (118.5, 171), (117.5, 165), (116, 163.5), (112, 163.5), (72, 174.5), (70.5, 176), (70.5, 181), (72, 183.5), (76, 184.5)]","[118267.856, 483785.924]",20.815,4.677
13_3754_4289,"[(0, 185.5), (34, 175.5), (35.5, 174), (32.5, 165), (29, 164.5), (0, 173.5), (0, 185.5)]","[118235.292, 483785.587]",15.667,5.025
13_3754_4289,"[(230, 187.5), (255, 179.5), (255.5, 167), (227, 175.5), (225.5, 177), (230, 187.5)]","[118329.506, 483784.388]",13.281,5.184
13_3754_4289,"[(24, 197.5), (65, 186.5), (62.5, 174), (59, 173.5), (18, 185.5), (19.5, 197), (24, 197.5)]","[118245.617, 483780.876]",19.946,5.927
13_3754_4289,"[(181, 205.5), (189, 200.5), (226, 188.5), (226.5, 186), (222.5, 176), (220, 175.5), (180, 191.5), (177, 191.5), (174.5, 194), (178.5, 204), (181, 205.5)]","[118312.605, 483779.07]",21.618,6.094
13_3754_4289,"[(128, 225.5), (133, 221.5), (169, 208.5), (173, 208.5), (173.5, 205), (168.5, 193), (165, 192.5), (160, 195.5), (123, 208.5), (121.5, 212), (125.5, 223), (128, 225.5)]","[118290.003, 483771.41]",21.531,7.474
13_3754_4289,"[(92, 227.5), (116, 225.5), (118, 226.5), (119.5, 225), (118.5, 211), (92, 211.5), (92, 227.5)]","[118272.388, 483766.943]",11.568,6.719
13_3754_4289,"[(2, 232.5), (6, 230.5), (26, 231.5), (26.5, 217), (1, 217.5), (0.5, 232), (2, 232.5)]","[118233.855, 483764.713]",11.041,6.307
13_3754_4289,"[(45, 229.5), (64, 227.5), (77, 228.5), (83, 226.5), (82.5, 217), (42, 218.5), (39.5, 220), (39.5, 227), (41, 229.5), (45, 229.5)]","[118253.839, 483765.184]",18.265,4.741
13_3712_4294,"[(162, 148.5), (169.5, 137), (131, 112.5), (123.5, 123), (123.5, 125), (160, 148.5), (162, 148.5)]","[113773.709, 484341.522]",6.221,19.427
13_3712_4294,"[(209, 182.5), (218.5, 171), (195, 151.5), (185.5, 163), (209, 182.5)]","[113797.16, 484326.34]",6.265,12.839
13_3767_4327,"[(232, 66.5), (242.5, 63), (235, 29.5), (219.5, 33), (226.5, 65), (228, 66.5), (232, 66.5)]","[119722.947, 487924.361]",6.741,14.889
13_3767_4327,"[(241, 112.5), (251.5, 110), (244, 70.5), (230.5, 74), (236.5, 109), (238, 112.5), (241, 112.5)]","[119727.085, 487905.992]",6.111,17.095
13_3767_4327,"[(255, 152.5), (255, 113.5), (245, 115.5), (244.5, 120), (250.5, 150), (252, 152.5), (255, 152.5)]","[119731.319, 487889.812]",4.41,16.38
13_3789_4352,"[(41, 238.5), (47.5, 229), (46, 226.5), (5, 201.5), (3, 200.5), (1.5, 202), (0, 206), (0, 213), (2, 215.5), (41, 238.5)]","[122000.785, 490540.353]",5.676,22.399
13_3789_4352,"[(52, 254.5), (64.5, 236), (56, 228.5), (52.5, 230), (36.5, 254), (52, 254.5)]","[122012.97, 490530.631]",13.459,5.587
13_3805_4316,"[(129, 155.5), (139.5, 153), (139.5, 144), (138, 142.5), (123, 144.5), (95.5, 144), (96, 155.5), (129, 155.5)]","[123761.033, 486699.099]",18.468,5.323
13_3805_4316,"[(87, 156.5), (88.5, 155), (88.5, 144), (87, 142.5), (41.5, 143), (41, 156.5), (87, 156.5)]","[123738.956, 486699.074]",19.95,5.88
13_3805_4316,"[(233, 152), (236, 149), (234, 144), (186.5, 144), (186.5, 150), (188, 151.5), (219, 151.5)]","[123800.284, 486699.851]",3.36,20.79
13_3805_4316,"[(34, 157.5), (34, 145.5), (16, 145.5), (7.5, 147), (8, 157.5), (34, 157.5)]","[123720.532, 486698.251]",11.13,5.04
13_3789_4338,"[(36, 12.5), (45.5, 9), (42, 0), (31.5, 0), (33.5, 10), (36, 12.5)]","[122007.364, 489125.003]",4.874,5.58
13_3789_4338,"[(48, 49.5), (57, 46.5), (57.5, 42), (48, 12.5), (38, 15.5), (37.5, 20), (45.5, 47), (48, 49.5)]","[122011.274, 489114.258]",5.431,14.885
13_3789_4338,"[(62, 91.5), (71.5, 88), (62.5, 57), (61, 54.5), (59, 54.5), (52, 56.5), (50.5, 59), (59.5, 90), (62, 91.5)]","[122016.9, 489096.771]",5.074,15.288
13_3789_4338,"[(90, 141.5), (136, 125.5), (136.5, 123), (132.5, 112), (129, 111.5), (84, 127.5), (83.5, 130), (87.5, 141), (90, 141.5)]","[122037.576, 489074.269]",21.959,6.525
13_3789_4338,"[(57, 98), (79, 90), (81, 100), (76, 102), (84, 120), (80, 127), (84, 139), (71, 142)]","[122021.613, 489079.051]",9.824,20.248
13_3789_4338,"[(90, 10), (106, 6), (118, 42), (110, 46), (99, 46), (94, 25)]","[122034.895, 489115.998]",8.149,16.706
13_3824_4316,"[(52, 33.5), (92, 29), (97, 25), (98, 21), (97, 18), (92, 17), (48, 22.5), (45.5, 24), (46.5, 31), (48, 33.5), (52, 33.5)]","[125784.643, 486751.277]",22.036,5.001
13_3824_4316,"[(86, 195.5), (90.5, 187), (90.5, 180), (82.5, 149), (77, 139.5), (70, 136.5), (65.5, 143), (65.5, 150), (74.5, 185), (79, 192.5), (86, 195.5)]","[125787.361, 486692.256]",7.031,25.673
13_3824_4316,"[(86, 230.5), (112.5, 216), (105, 201.5), (76.5, 216), (82.5, 229), (86, 230.5)]","[125794.203, 486671.07]",13.706,7.237
13_3824_4316,"[(188, 243.5), (225, 226.5), (229.5, 222), (228.5, 218), (225, 215.5), (222, 215.5), (183, 233.5), (179.5, 238), (181.5, 243), (188, 243.5)]","[125840.494, 486665.457]",22.323,4.723
13_3824_4316,"[(150, 255.5), (170.5, 239), (172.5, 235), (171, 230.5), (163, 232.5), (140.5, 251), (141, 255.5), (150, 255.5)]","[125820.426, 486659.558]",16.399,4.102
13_3824_4316,"[(120, 255.5), (127, 255), (122, 242), (112, 244), (87, 252), (90, 256), (120, 255.5)]","[125800.542, 486656.662]",16.668,5.596
13_3824_4316,"[(236, 211), (256, 211), (256, 234), (236, 234)]","[125857.88, 486668.47]",9.66,8.4
13_3716_4291,"[(93, 35.5), (100.5, 26), (100.5, 24), (96, 19.5), (94, 19.5), (93, 17.5), (66, 0), (56, 0), (50.5, 6), (51, 8.5), (56, 10.5), (67, 19.5), (69, 19.5), (83, 30.5), (85, 30.5), (86, 32.5), (93, 35.5)]","[114174.549, 484067.073]",6.873,22.133
13_3716_4291,"[(151, 70.5), (157.5, 60), (112, 30.5), (104.5, 42), (128, 57.5), (130, 57.5), (137, 63.5), (151, 70.5)]","[114197.354, 484052.572]",5.917,22.899
13_3716_4291,"[(198, 102.5), (204.5, 92), (165, 65.5), (158.5, 76), (198, 102.5)]","[114218.63, 484038.64]",5.183,20.167
13_3716_4291,"[(255, 142.5), (254.5, 123), (252, 121), (244, 116), (237, 111), (233, 108), (223, 120), (228.5, 123), (250, 137.5), (255, 142.5)]","[114243.746, 484022.073]",6.662,16.43
13_3819_4320,"[(242, 140), (245, 129), (240.5, 107), (235.5, 85), (226.5, 60), (222, 56.5), (218, 56.5), (213.5, 62), (213.5, 69), (218.5, 96), (224, 116), (226, 123), (233, 137)]","[125313.103, 487150.877]",7.986,36.432
13_3819_4320,"[(212, 132.5), (216.5, 129), (217.5, 125), (207.5, 71), (203.5, 59), (198, 52.5), (196, 52.5), (192.5, 58), (191.5, 68), (202.5, 126), (206, 131.5), (212, 132.5)]","[125302.659, 487152.612]",6.368,34.264
13_3819_4320,"[(175, 124.5), (178.5, 120), (179.5, 113), (171.5, 64), (167, 58.5), (161, 57.5), (157.5, 61), (156.5, 66), (164.5, 117), (168, 122.5), (171, 124.5), (175, 124.5)]","[125287.565, 487153.801]",6.484,28.711
13_3819_4320,"[(116, 132.5), (118.5, 131), (119.5, 123), (112.5, 76), (108, 69.5), (105, 69.5), (101.5, 76), (108.5, 123), (112.5, 131), (116, 132.5)]","[125263.462, 487149.682]",4.57,26.852
13_3819_4320,"[(104, 166), (105, 156), (97.5, 117), (91.5, 86), (89, 74), (84, 72.5), (80.5, 75), (80.5, 83), (87.5, 120), (95, 162), (98, 166)]","[125255.893, 487141.638]",4.586,40.141
13_3819_4320,"[(58, 143.5), (60.5, 140), (61, 132), (55.5, 96), (53.5, 87), (48, 84.5), (44.5, 88), (44.5, 95), (49.5, 130), (51, 140), (58, 143.5)]","[125239.094, 487144.101]",4.652,25.129
13_3819_4320,"[(152, 136.5), (156.5, 133), (157.5, 130), (153.5, 105), (150.5, 92), (146, 86.5), (142, 84.5), (137.5, 92), (140.5, 113), (144.5, 131), (147, 134.5), (152, 136.5)]","[125278.873, 487145.35]",5.922,22.229
13_3819_4320,"[(41, 154.5), (43.5, 151), (43.5, 139), (36.5, 94), (34.5, 87), (33, 85.5), (29, 85.5), (26.5, 88), (26.5, 95), (32.5, 144), (36.5, 154), (41, 154.5)]","[125231.683, 487141.507]",4.841,29.378
13_3819_4320,"[(9, 168.5), (13.5, 158), (13.5, 144), (4.5, 99), (0, 91.5), (0, 158), (9, 168.5)]","[125219.305, 487135.113]",5.67,32.34
13_3795_4297,"[(28, 59.5), (34, 57.5), (34.5, 55), (23.5, 21), (22, 19.5), (16, 20.5), (12.5, 23), (15.5, 33), (23.5, 57), (25, 59.5), (28, 59.5)]","[122646.405, 484702.423]",4.748,17.136
13_3795_4297,"[(40, 108.5), (48.5, 105), (35.5, 62), (32, 61.5), (25, 63.5), (22.5, 66), (34.5, 106), (36, 108.5), (40, 108.5)]","[122651.33, 484683.308]",5.75,19.914
13_3795_4297,"[(60, 176.5), (63.5, 172), (63.5, 164), (60.5, 154), (49.5, 120), (45, 114.5), (41, 114.5), (37.5, 117), (36.5, 123), (48.5, 163), (50.5, 169), (60, 176.5)]","[122657.603, 484658.219]",5.914,27.235
13_3812_4321,"[(231, 89.5), (255, 85.5), (253.5, 74), (248, 73.5), (225, 77.5), (225.5, 88), (227, 89.5), (231, 89.5)]","[124565.024, 487265.275]",12.567,5.455
13_3812_4321,"[(146, 92), (148, 102), (195, 95), (192, 83)]","[124536.135, 487260.509]",19.955,5.188
13_3805_4325,"[(18, 105.5), (23.5, 100), (22.5, 95), (18, 91.5), (0, 86.5), (0, 100), (18, 105.5)]","[123716.239, 487689.161]",5.623,11.096
13_3805_4325,"[(0, 85), (20, 90), (26, 88), (26, 84), (4, 77), (1, 76)]","[123716.814, 487694.432]",3.769,11.409
13_3805_4325,"[(83, 84), (136, 100), (147, 100), (148, 96), (135, 89), (91, 77), (82, 75), (78, 78)]","[123759.252, 487692.591]",4.301,30.414
13_3805_4325,"[(71, 98), (162, 124), (171, 122), (171, 117), (170, 111), (142, 103), (68, 81), (57, 81), (54, 87), (54, 91)]","[123759.034, 487686.726]",6.494,51.291
13_3805_4325,"[(172, 139), (163, 140), (166, 148), (182, 156), (255, 178), (255, 158), (197, 141), (176, 137)]","[123801.033, 487664.223]",8.043,41.602
13_3805_4325,"[(46, 107), (123, 130), (139, 129), (140, 125), (138, 120), (128, 116), (99, 109), (69, 99), (48, 94), (40, 95), (38, 98)]","[123749.292, 487682.307]",6.232,44.367
13_3776_4318,"[(125, 64.5), (130, 62), (133, 9), (128, 6), (123, 8), (119.5, 29), (118.5, 62), (121, 64.5), (125, 64.5)]","[120646.361, 486961.881]",24.697,5.186
13_3776_4318,"[(84, 107), (83.5, 104), (75, 104), (72.5, 108), (72.5, 140), (74, 141.5), (82, 141.5)]","[120626.304, 486925.588]",4.83,15.75
13_3812_4323,"[(194, 22.5), (197.5, 17), (194.5, 0), (183, 0), (186.5, 19), (190, 22.5), (194, 22.5)]","[124544.343, 487510.139]",4.757,10.109
13_3812_4323,"[(241, 77.5), (246.5, 74), (248.5, 66), (238.5, 13), (233, 6.5), (230, 6.5), (226.5, 11), (227.5, 31), (234.5, 71), (241, 77.5)]","[124563.81, 487496.735]",6.154,30.17
13_3812_4323,"[(71, 122.5), (75.5, 119), (76.5, 116), (76.5, 111), (73, 107.5), (0.5, 86), (1, 102.5), (71, 122.5)]","[124480.127, 487470.491]",6.584,34.185
13_3812_4323,"[(12, 8), (10, 14), (28, 38), (36, 48), (44, 48), (43, 39), (24, 15), (15, 7)]","[124475.864, 487502.66]",4.679,21.514
13_3714_4293,"[(73, 172.5), (78.5, 165), (77, 163.5), (41, 139.5), (39.5, 141), (35.5, 147), (37, 148.5), (73, 172.5)]","[113951.274, 484223.459]",4.077,19.22
13_3714_4293,"[(129, 221.5), (136.5, 209), (96, 181.5), (87.5, 193), (129, 221.5)]","[113974.523, 484204.405]",6.111,21.144
13_3714_4293,"[(209, 255.5), (206, 251.5), (173, 228.5), (168.5, 233), (167.5, 235), (170, 237.5), (196, 255.5), (209, 255.5)]","[114005.821, 484186.72]",3.822,19.358
13_3794_4297,"[(11, 222.5), (22, 216.5), (25.5, 213), (8.5, 183), (6, 181.5), (0, 186), (0, 206), (8.5, 222), (11, 222.5)]","[122533.27, 484633.562]",8.076,16.102
13_3794_4297,"[(31, 251.5), (41, 245.5), (43.5, 242), (28.5, 218), (25, 216.5), (14, 223.5), (12.5, 226), (28.5, 251), (31, 251.5)]","[122540.747, 484620.76]",7.473,13.884
13_3787_4352,"[(235, 47.5), (252.5, 21), (252, 18.5), (241, 11.5), (238.5, 12), (221.5, 39), (225, 42.5), (235, 47.5)]","[121875.95, 490620.329]",14.592,6.99
13_3787_4352,"[(213, 100.5), (228.5, 71), (227, 67.5), (219, 63.5), (214.5, 69), (202.5, 93), (203, 95.5), (213, 100.5)]","[121866.814, 490598.269]",15.099,5.596
13_3787_4352,"[(191, 144), (208.5, 105), (208, 102.5), (197, 96.5), (191.5, 104), (176, 136), (185, 143)]","[121857.203, 490581.937]",19.774,7.135
13_3787_4352,"[(161, 183), (184.5, 151), (175, 143.5), (171.5, 146), (142, 181), (154, 190), (157, 189)]","[121844.932, 490562.411]",20.95,7.027
13_3836_4326,"[(62, 255.5), (62.5, 254), (51.5, 242), (52.5, 241), (37, 224.5), (35, 224.5), (27.5, 231), (47, 255.5), (62, 255.5)]","[127063.314, 487735.734]",5.6,17.249
13_3836_4326,"[(0, 188), (15, 207), (15, 214), (8, 215), (1, 207)]","[127047.687, 487751.302]",4.615,12.475
13_3792_4300,"[(209, 23.5), (217, 20.5), (218.5, 17), (211, 0.5), (200, 0.5), (209, 23.5)]","[122401.991, 485036.936]",4.71,10.424
13_3792_4300,"[(233, 24.5), (235.5, 23), (236.5, 20), (228.5, 1), (220, 0.5), (228.5, 22), (233, 24.5)]","[122410.002, 485036.553]",3.423,11.409
13_3792_4300,"[(234, 80.5), (236.5, 78), (234.5, 70), (220.5, 32), (217, 27.5), (215, 27.5), (210.5, 30), (211.5, 38), (227.5, 78), (230, 80.5), (234, 80.5)]","[122407.682, 485018.986]",4.418,23.646
13_3792_4300,"[(255, 140.5), (255.5, 106), (250.5, 94), (245, 91.5), (239.5, 94), (237.5, 100), (255, 140.5)]","[122418.245, 484995.314]",6.012,20.558
13_3792_4300,"[(234, 37), (244, 64), (249, 67), (252, 67), (252, 56), (240, 31), (237, 31), (234, 32)]","[122416.145, 485020.963]",4.318,16.411
13_3792_4300,"[(224, 31), (226, 42), (234, 61), (239, 74), (243, 74), (246, 71), (241, 59), (232, 37), (229, 31), (226, 30)]","[122412.432, 485019.43]",3.198,19.807
13_3811_4337,"[(250, 11.5), (252.5, 3), (252, 0), (236.5, 0), (235, 8.5), (250, 11.5)]","[124459.296, 489017.727]",4.901,6.837
13_3811_4337,"[(231, 71.5), (232.5, 70), (246.5, 19), (245, 15.5), (234, 12.5), (230.5, 13), (215.5, 66), (231, 71.5)]","[124453.97, 489002.342]",24.232,7.328
13_3811_4337,"[(216, 127), (229, 88), (209, 84.5), (199, 121), (207, 123)]","[124446.486, 488975.897]",17.266,8.434
13_3811_4337,"[(204, 164.5), (211.5, 134), (198, 131), (192, 162), (204, 164.5)]","[124441.404, 488957.863]",13.257,5.808
13_3811_4337,"[(190, 228.5), (191.5, 227), (202.5, 181), (201.5, 174), (198, 170.5), (190, 171.5), (185.5, 179), (174.5, 222), (176, 225.5), (190, 228.5)]","[124436.227, 488935.857]",24.616,7.433
13_3811_4337,"[(182, 255.5), (184.5, 251), (188, 243), (170, 239), (165.5, 255), (182, 255.5)]","[124430.802, 488915.715]",6.97,8.132
13_3792_4323,"[(5, 243), (63, 185), (72, 185), (75, 196), (36, 237), (23, 253), (10, 256), (1, 255), (1, 248)]","[122329.941, 487421.304]",41.875,8.316
13_3792_4323,"[(59, 137), (58, 129), (62, 128), (74, 133), (113, 175), (112, 183), (107, 184), (98, 180)]","[122350.002, 487448.94]",6.046,32.052
13_3792_4323,"[(30, 126), (32, 120), (40, 121), (51, 132), (80, 161), (90, 174), (90, 178), (86, 180), (75, 174), (52, 149)]","[122339.371, 487451.593]",5.266,34.432
13_3792_4323,"[(20, 134), (21, 129), (31, 130), (39, 138), (73, 173), (76, 179), (66, 180), (22, 137)]","[122333.692, 487449.852]",4.745,31.198
13_3792_4323,"[(51, 109), (50, 101), (52, 99), (60, 99), (76, 115), (109, 152), (110, 159), (107, 162), (103, 162), (61, 119)]","[122347.382, 487460.345]",5.73,35.065
13_3792_4323,"[(10, 142), (44, 177), (52, 183), (59, 180), (57, 174), (28, 145), (16, 134), (9, 135), (8, 138)]","[122328.042, 487448.021]",4.752,28.214
13_3769_4315,"[(13, 127.5), (23, 123.5), (23.5, 122), (6.5, 78), (3, 76.5), (0, 79), (0, 97), (9.5, 123), (13, 127.5)]","[119845.107, 486610.83]",5.636,21.494
13_3769_4315,"[(37, 180), (46, 176), (29, 134), (28, 134), (18, 136), (31.5, 172), (34.5, 178), (37, 178.5)]","[119854.399, 486588.566]",5.015,20.124
13_3785_4317,"[(169, 230), (173.5, 224), (176.5, 219), (190.5, 189), (188, 184.5), (184.5, 186), (165, 221), (164, 229), (166, 230)]","[121635.541, 486781.961]",21.233,3.811
13_3785_4317,"[(163, 255.5), (172.5, 236), (171, 232), (163, 232), (160, 238), (154.5, 254), (155, 255.5), (163, 255.5)]","[121629.918, 486767.177]",11.816,4.352
13_3777_4326,"[(231, 216.5), (234.5, 213), (254.5, 180), (254.5, 175), (252, 171.5), (248, 172.5), (243.5, 177), (223.5, 211), (227, 216.5), (231, 216.5)]","[120801.752, 487755.544]",21.605,4.604
13_3777_4326,"[(210, 255), (227, 228), (219, 222), (199, 255), (201, 255.5), (207, 255.5)]","[120790.822, 487736.325]",16.207,4.18
13_3777_4326,"[(168, 255.5), (174.5, 245), (177, 240), (174, 235), (168, 236), (162.5, 240), (153.5, 255), (168, 255.5)]","[120770.944, 487733.784]",11.633,5.402
13_3777_4326,"[(228, 115), (229, 123), (235, 125), (243, 113), (255, 91), (256, 81), (255, 75), (250, 79)]","[120802.975, 487794.391]",22.896,4.938
13_3786_4312,"[(169, 14.5), (203, 6), (203, 1), (178, 1.5), (165, 4.5), (160, 7.5), (157.5, 11), (162, 14.5), (169, 14.5)]","[121744.116, 486328.877]",19.565,4.47
13_3766_4313,"[(234, 168.5), (255.5, 160), (255, 146.5), (229.5, 157), (229.5, 160), (234, 168.5)]","[119620.569, 486373.05]",12.062,5.323
13_3766_4313,"[(162, 197.5), (211, 178.5), (207.5, 168), (206, 166.5), (160, 184.5), (157.5, 188), (162, 197.5)]","[119595.795, 486362.941]",22.616,5.458
13_3766_4313,"[(114, 213.5), (150, 199.5), (151.5, 198), (147.5, 188), (143, 188.5), (109, 201.5), (107.5, 204), (110.5, 212), (114, 213.5)]","[119572.717, 486355.092]",18.18,5.458
13_3791_4284,"[(76, 37.5), (81.5, 0), (64, 0), (59.5, 27), (59.5, 35), (76, 37.5)]","[122235.843, 483313.682]",15.918,7.497
13_3791_4284,"[(52, 105.5), (57.5, 100), (62.5, 61), (62.5, 55), (58, 50.5), (54, 51.5), (51.5, 54), (46.5, 92), (46.5, 101), (50, 105.5), (52, 105.5)]","[122229.226, 483288.631]",23.34,5.01
13_3791_4284,"[(40, 183.5), (44.5, 181), (45.5, 178), (44.5, 177), (46.5, 171), (45.5, 170), (52.5, 128), (51.5, 127), (53.5, 121), (53.5, 116), (51, 113.5), (46, 113.5), (43.5, 116), (42.5, 121), (43.5, 122), (34.5, 179), (40, 183.5)]","[122224.988, 483259.128]",29.757,4.575
13_3781_4337,"[(164, 19), (165, 7), (135, 4), (117, 2), (116, 15.5), (143, 18)]","[121190.024, 489015.221]",5.685,20.314
13_3781_4337,"[(161, 149), (165, 110), (169, 106), (175, 109), (173, 125), (172, 159), (168, 166), (161, 160)]","[121201.648, 488962.665]",25.18,4.863
13_3781_4337,"[(176, 128), (176, 118), (180, 116), (182, 124), (182, 159), (177, 162), (173, 158)]","[121206.079, 488960.675]",3.78,19.32
13_3781_4337,"[(165, 60), (164, 87), (166, 94), (171, 98), (176, 90), (175, 58), (169, 52)]","[121202.615, 488988.096]",4.998,19.337
13_3792_4286,"[(69, 15.5), (93.5, 0), (73, 0), (63, 5.5), (63.5, 9), (69, 15.5)]","[122345.481, 483533.861]",12.669,4.897
13_3792_4286,"[(1, 60.5), (44.5, 29), (44.5, 27), (36, 16.5), (0, 43), (0, 60), (1, 60.5)]","[122322.548, 483520.585]",23.268,6.344
13_3792_4286,"[(249, 203.5), (255.5, 199), (255, 182.5), (240.5, 192), (245.5, 201), (249, 203.5)]","[122418.694, 483454.984]",7.596,5.997
13_3792_4286,"[(201, 233.5), (235.5, 210), (234.5, 206), (230, 200.5), (194.5, 224), (198.5, 232), (201, 233.5)]","[122404.255, 483445.131]",18.636,4.834
13_3792_4286,"[(167, 255.5), (183.5, 243), (183.5, 239), (181, 236.5), (176, 236.5), (150.5, 255), (167, 255.5)]","[122385.181, 483432.664]",15.165,4.239
13_3757_4280,"[(128, 20), (143, 21), (141, 45), (126, 43)]","[118607.232, 482877.648]",10.115,6.348
13_3757_4280,"[(36, 19), (36, 36), (71, 38), (70, 19)]","[118573.218, 482879.419]",7.98,14.7
13_3781_4338,"[(115, 118.5), (121.5, 109), (124.5, 76), (124.5, 61), (122, 58.5), (117, 58.5), (113.5, 63), (110.5, 112), (115, 118.5)]","[121180.61, 489090.911]",25.333,4.945
13_3781_4338,"[(169, 223), (172, 220), (171, 217), (172, 209), (121, 204), (119, 218), (159, 219.5)]","[121192.248, 489037.928]",5.975,22.236
13_3762_4377,"[(145, 31.5), (166, 0), (148, 0), (133.5, 20), (132.5, 22), (137, 26.5), (145, 31.5)]","[119150.483, 493314.841]",16.017,6.698
13_3762_4377,"[(128, 63.5), (145.5, 39), (133, 30.5), (115.5, 55), (128, 63.5)]","[119143.13, 493300.9]",12.792,6.347
13_3762_4377,"[(102, 103.5), (124.5, 70), (109, 58.5), (85.5, 91), (86, 93.5), (100, 103.5), (102, 103.5)]","[119132.302, 493286.412]",17.572,8.692
13_3762_4377,"[(75, 140.5), (96.5, 110), (95, 107.5), (83, 99.5), (60.5, 131), (73, 140.5), (75, 140.5)]","[119121.384, 493270.114]",16.649,7.275
13_3762_4377,"[(49, 177.5), (72.5, 144), (60, 135.5), (56.5, 138), (35.5, 168), (49, 177.5)]","[119110.978, 493255.064]",17.187,6.949
13_3762_4377,"[(19, 220.5), (43.5, 185), (31, 175.5), (6.5, 210), (8, 213.5), (19, 220.5)]","[119098.681, 493237.393]",18.622,6.826
13_3762_4377,"[(0, 247.5), (15.5, 224), (4, 215.5), (0, 218), (0, 247.5)]","[119090.558, 493224.651]",12.144,6.822
13_3796_4282,"[(212, 245.5), (214.5, 243), (213.5, 235), (197.5, 196), (191, 192.5), (188.5, 197), (188.5, 201), (206.5, 244), (208, 245.5), (212, 245.5)]","[122828.65, 483014.14]",4.294,23.942
13_3767_4330,"[(44, 209.5), (73, 202), (77.5, 199), (75.5, 191), (68, 191.5), (49, 196.5), (46, 197), (45, 197.5), (39, 198.5), (40.5, 209), (44, 209.5)]","[119650.231, 488183.194]",16.092,4.984
13_3767_4330,"[(96, 249), (104, 247), (104, 241), (99, 217), (95, 199), (89, 198.5), (85, 198.5), (82.5, 200), (82.5, 203), (89.5, 236), (92, 248), (94, 249)]","[119665.188, 488173.368]",5.566,21.707
13_3789_4308,"[(161, 26.5), (166.5, 24), (159.5, 1), (158, 0), (151, 0), (155.5, 13), (154.5, 14), (156.5, 16), (156.5, 20), (158.5, 25), (161, 26.5)]","[122058.132, 485896.347]",3.599,11.871
13_3789_4308,"[(175, 68.5), (180, 66.5), (180.5, 64), (171.5, 38), (172.5, 37), (170.5, 31), (166, 29.5), (160.5, 32), (160.5, 35), (168.5, 58), (169.5, 65), (172, 68.5), (175, 68.5)]","[122062.924, 485881.15]",4.586,16.775
13_3789_4308,"[(191, 122.5), (194.5, 120), (194.5, 116), (189.5, 102), (190.5, 101), (183.5, 81), (182, 79), (174, 81), (175.5, 87), (185.5, 116), (184.5, 117), (187, 121.5), (191, 122.5)]","[122068.972, 485859.653]",4.345,18.747
13_3789_4308,"[(203, 167.5), (208.5, 165), (208.5, 162), (199.5, 132), (197, 130.5), (191, 132.5), (190.5, 135), (194.5, 144), (193.5, 145), (197.5, 154), (196.5, 155), (200.5, 167), (203, 167.5)]","[122075.295, 485839.176]",3.983,15.609
13_3789_4308,"[(219, 212), (224, 211), (228, 210), (215.5, 170), (211, 169.5), (202, 172.5), (201.5, 176), (211.5, 205), (210.5, 206), (213, 215), (216, 214)]","[122081.406, 485821.3]",6.64,18.491
